,level1,level2,level3,level4,paragraph,filename,text
3,Caractéristiques techniques des lignes aériennes,Conception des lignes,La résistance mécanique des ouvrages,,"Avant 1972 les lignes étaient calculées pour supporter mécaniquement les efforts prévus par l’Arrêté Technique qui impose deux séries d’hypothèses dites ""administratives"" : l’une concerne la pression du vent et l’autre la température (hypothèse de température très basse). D’autre part les ouvrages de tension supérieure ou égale à 225 kV étaient calculés pour supporter les efforts dus aux surcharges de givre uniforme symétrique. Pour les lignes 63-90 kV il n’existait pas de règle nationale.
Depuis 1972 toutes les lignes de tension supérieure ou égale à 63 kV doivent être réalisées [conformément aux directives nationales de RTE](&A72).
Une nouvelle hypothèse de calcul consistant à prévoir certains ouvrages avec des efforts dus aux surcharges de givre dissymétrique a été ajoutée aux hypothèses déjà considérées :
* les supports sont dimensionnés en supposant que les portées situées de chaque côté d’un pylône sont recouvertes d’un manchon de givre d’épaisseur différente, soit 2 et 0 cm, 4 et 2 cm, 6 et 4 cm suivant les zones géographiques).
Suivant les hypothèses prises en compte pour le calcul de leur résistance mécanique, les lignes sont dites de type A, B ou C.
 
* Tous les ouvrages 400 kV et 225 kV étudiés depuis 1972 sont calculés pour supporter les surcharges de givre dissymétrique (lignes de type C). Cette hypothèse est également appliquée, depuis 1988, à tous les ouvrages 63 et 90 kV.
* Depuis 1982 toutes les lignes 63 kV sont conçues en technique 90 kV, c’est-à-dire que les distances et notamment celles d’isolement correspondent au 90 kV.
* Depuis 1988, le principe d’une alimentation sûre, au moins, par poste source est retenu pour l’ensemble du territoire. Cette alimentation sûre se définit comme une ligne dimensionnée :
	* 2-0 cm dans les zones normales,
	* 4-2 cm (ou 6-4 cm) dans les zones à givre moyen (ou lourd)
	* 4-2 cm (voire 3-1 cm) dans les zones à fort risque de neige collante
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Conception des lignes
Sous-section : La résistance mécanique des ouvrages
Contenu : Avant 1972 les lignes étaient calculées pour supporter mécaniquement les efforts prévus par l’Arrêté Technique qui impose deux séries d’hypothèses dites ""administratives"" : l’une concerne la pression du vent et l’autre la température (hypothèse de température très basse). D’autre part les ouvrages de tension supérieure ou égale à 225 kV étaient calculés pour supporter les efforts dus aux surcharges de givre uniforme symétrique. Pour les lignes 63-90 kV il n’existait pas de règle nationale.
Depuis 1972 toutes les lignes de tension supérieure ou égale à 63 kV doivent être réalisées [conformément aux directives nationales de RTE](&A72).
Une nouvelle hypothèse de calcul consistant à prévoir certains ouvrages avec des efforts dus aux surcharges de givre dissymétrique a été ajoutée aux hypothèses déjà considérées :
* les supports sont dimensionnés en supposant que les portées situées de chaque côté d’un pylône sont recouvertes d’un manchon de givre d’épaisseur différente, soit 2 et 0 cm, 4 et 2 cm, 6 et 4 cm suivant les zones géographiques).
Suivant les hypothèses prises en compte pour le calcul de leur résistance mécanique, les lignes sont dites de type A, B ou C.
 
* Tous les ouvrages 400 kV et 225 kV étudiés depuis 1972 sont calculés pour supporter les surcharges de givre dissymétrique (lignes de type C). Cette hypothèse est également appliquée, depuis 1988, à tous les ouvrages 63 et 90 kV.
* Depuis 1982 toutes les lignes 63 kV sont conçues en technique 90 kV, c’est-à-dire que les distances et notamment celles d’isolement correspondent au 90 kV.
* Depuis 1988, le principe d’une alimentation sûre, au moins, par poste source est retenu pour l’ensemble du territoire. Cette alimentation sûre se définit comme une ligne dimensionnée :
	* 2-0 cm dans les zones normales,
	* 4-2 cm (ou 6-4 cm) dans les zones à givre moyen (ou lourd)
	* 4-2 cm (voire 3-1 cm) dans les zones à fort risque de neige collante
"
4,Caractéristiques techniques des lignes aériennes,Exploitation,Intensités limites des lignes aériennes,Modalité de calcul,"Les possibilités de transit d’une ligne aérienne sont limitées par :
* Les limites thermiques intrinsèques des conducteurs (point de goutte des graisses, densité de courant dans les manchons,...)
* Les distances géométriques réglementaires fixées par l’[Arrêté Technique de 2001](&E108).
La température maximale des conducteurs définie pour l'ouvrage, appelée _température de répartition_ (Trep), est la température limite géométrique pour laquelle l'ouvrage respecte les distances d'éloignement. Les Intensités limites de fonctionnement auxquelles il faut se référer pour les conducteurs ""classiques"" et pour les conducteurs à faible dilatation sont données dans les catalogues des intensités limites de fonctionnement des lignes aériennes HTB :
* [L'application ARISTOTE](&E46) contient le catalogue exhaustif des conducteurs avec leurs intensités de fonctionnement.
* [La note d'accompagnement des RCD-LA](&D99) contient un catalogue simplifié avec des familles de conducteurs :
	* Ces familles permettent au chargé d'études Réseau de pré-dimensionner une solution en vue de la simuler dans les outils.
La température atteinte par un conducteur aérien à un instant donné dépend de plusieurs paramètres, dont certaines données météorologiques (température ambiante, la vitesse du vent et sa direction, la nébulosité). Une étude des données météorologiques a permis de déterminer plusieurs saisons ainsi que plusieurs zones climatiques homogènes.
 
Le respect des distances réglementaires est basé sur un calcul de probabilité élaboré à partir des données météorologiques et d’une monotone de charge type permettant de couvrir l’intégralité du réseau aérien.
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Exploitation
Sous-section : Intensités limites des lignes aériennes
Sous-sous-section : Modalité de calcul
Contenu : Les possibilités de transit d’une ligne aérienne sont limitées par :
* Les limites thermiques intrinsèques des conducteurs (point de goutte des graisses, densité de courant dans les manchons,...)
* Les distances géométriques réglementaires fixées par l’[Arrêté Technique de 2001](&E108).
La température maximale des conducteurs définie pour l'ouvrage, appelée _température de répartition_ (Trep), est la température limite géométrique pour laquelle l'ouvrage respecte les distances d'éloignement. Les Intensités limites de fonctionnement auxquelles il faut se référer pour les conducteurs ""classiques"" et pour les conducteurs à faible dilatation sont données dans les catalogues des intensités limites de fonctionnement des lignes aériennes HTB :
* [L'application ARISTOTE](&E46) contient le catalogue exhaustif des conducteurs avec leurs intensités de fonctionnement.
* [La note d'accompagnement des RCD-LA](&D99) contient un catalogue simplifié avec des familles de conducteurs :
	* Ces familles permettent au chargé d'études Réseau de pré-dimensionner une solution en vue de la simuler dans les outils.
La température atteinte par un conducteur aérien à un instant donné dépend de plusieurs paramètres, dont certaines données météorologiques (température ambiante, la vitesse du vent et sa direction, la nébulosité). Une étude des données météorologiques a permis de déterminer plusieurs saisons ainsi que plusieurs zones climatiques homogènes.
 
Le respect des distances réglementaires est basé sur un calcul de probabilité élaboré à partir des données météorologiques et d’une monotone de charge type permettant de couvrir l’intégralité du réseau aérien.
"
5,Caractéristiques techniques des lignes aériennes,Exploitation,Intensités limites des lignes aériennes,Les régimes saisonniers,"Pour les tronçons de liaison aérienne, 3 saisons (Eté – Intersaison – Hiver) et un régime climatique exceptionnel (H2) sont définis. On rappelle ci-après les dates des saisons :
 
|Dates		 				| Régime saisonnier RTE	|
|:--------------------------|:---------------------:|
|Du 31 octobre au 10 avril	| Hiver					|
|Du 11 avril au 20 mai		| Intersaison 			|
|Du 21 mai au 30 septembre	| Eté					|
|Du 1er au 30 octobre		| Intersaison			|
Pendant la période hivernale (H1) définie précédemment, il est possible d’utiliser un régime climatique exceptionnel appelé H2 en considérant les triplets météo sur 20 ans correspondant à une température ambiante inférieure à 0°C sans condition de durée. Pour des régions qui n’enregistrent que très rarement des températures ambiantes inférieures à 0°C, il sera possible de choisir un régime H2 calculé pour des températures de 2°C ou 4°C.
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Exploitation
Sous-section : Intensités limites des lignes aériennes
Sous-sous-section : Les régimes saisonniers
Contenu : Pour les tronçons de liaison aérienne, 3 saisons (Eté – Intersaison – Hiver) et un régime climatique exceptionnel (H2) sont définis. On rappelle ci-après les dates des saisons :
 
|Dates		 				| Régime saisonnier RTE	|
|:--------------------------|:---------------------:|
|Du 31 octobre au 10 avril	| Hiver					|
|Du 11 avril au 20 mai		| Intersaison 			|
|Du 21 mai au 30 septembre	| Eté					|
|Du 1er au 30 octobre		| Intersaison			|
Pendant la période hivernale (H1) définie précédemment, il est possible d’utiliser un régime climatique exceptionnel appelé H2 en considérant les triplets météo sur 20 ans correspondant à une température ambiante inférieure à 0°C sans condition de durée. Pour des régions qui n’enregistrent que très rarement des températures ambiantes inférieures à 0°C, il sera possible de choisir un régime H2 calculé pour des températures de 2°C ou 4°C.
"
6,Caractéristiques techniques des lignes aériennes,Exploitation,Intensités limites des lignes aériennes,Les zones climatiques,"Le territoire national est découpé en 16 zones climatiques distinctes, correspondant à des zones homogènes en terme de température des conducteurs des lignes aériennes. Voici une représentation de la carte géographique des zones climatiques :
![Carte des zones climatiques utilisées pour le calcul des IST](&F56)
Des cartes détaillées sont disponibles sur le [SIG easyGeo](&E38).
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Exploitation
Sous-section : Intensités limites des lignes aériennes
Sous-sous-section : Les zones climatiques
Contenu : Le territoire national est découpé en 16 zones climatiques distinctes, correspondant à des zones homogènes en terme de température des conducteurs des lignes aériennes. Voici une représentation de la carte géographique des zones climatiques :
![Carte des zones climatiques utilisées pour le calcul des IST](&F56)
Des cartes détaillées sont disponibles sur le [SIG easyGeo](&E38).
"
7,Caractéristiques techniques des lignes aériennes,Exploitation,Intensités limites des lignes aériennes,L’intensité de secours temporaire : _IST_,"L’IST d’une liaison aérienne est définie par une méthode probabiliste croisant aléas climatiques et aléas de transits :
* L’**aléa climatique** représente la variabilité des conditions climatiques (température, ensoleillement et vent) environnant l’ouvrage et impactant leurs capacités de transit. Cet aléa est modélisé par des scénarios climatiques, temporellement fondés sur la météorologie passée, et spatialement découpés en 16 zones différentes.
* L’**aléa de transit** représente la variabilité des conditions d’utilisation de l’ouvrage et permet de définir une probabilité de dépassement, socle de la méthode. Cet aléa est modélisé par une monotone de transit enveloppe.
L’IST d’une liaison aérienne est calculée en tenant compte des distances réglementaires et des limites matérielles en régime établi, c’est-à-dire lorsque le conducteur est en équilibre thermique.
Pour autant, cela ne signifie pas qu'il soit possible d'exploiter une liaison à son IST en permanence : en effet la ""monotone enveloppe"" utilisée dans son calcul limite le cadre d'utilisation de l'IST. Or l'évolution sur le temps long de l'utilisation des lignes électriques (par exemple avec l'ajout massif d'automates d'écrêtements) questionne la pérennité des IST, notamment dans les études long terme de réseau.
|![Information](&F109)	|Le projet ACTIVIA vise à étudier l'impact du changement d'usage des lignes électriques, avec à la clé la mise en oeuvre de capacités de transit garantissant la sécurité des tiers. Ces travaux sont en cours et feront l'objet de dispositions transitoires en 2023.|
|:---------------------:|:---|
 
Une ligne aérienne fonctionne généralement avec une intensité bien plus faible que son IST, d’abord pour permettre à tout instant de respecter la règle du N-k , mais aussi pour contenir les pertes par effet Joule à un niveau économiquement acceptable.
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Exploitation
Sous-section : Intensités limites des lignes aériennes
Sous-sous-section : L’intensité de secours temporaire : _IST_
Contenu : L’IST d’une liaison aérienne est définie par une méthode probabiliste croisant aléas climatiques et aléas de transits :
* L’**aléa climatique** représente la variabilité des conditions climatiques (température, ensoleillement et vent) environnant l’ouvrage et impactant leurs capacités de transit. Cet aléa est modélisé par des scénarios climatiques, temporellement fondés sur la météorologie passée, et spatialement découpés en 16 zones différentes.
* L’**aléa de transit** représente la variabilité des conditions d’utilisation de l’ouvrage et permet de définir une probabilité de dépassement, socle de la méthode. Cet aléa est modélisé par une monotone de transit enveloppe.
L’IST d’une liaison aérienne est calculée en tenant compte des distances réglementaires et des limites matérielles en régime établi, c’est-à-dire lorsque le conducteur est en équilibre thermique.
Pour autant, cela ne signifie pas qu'il soit possible d'exploiter une liaison à son IST en permanence : en effet la ""monotone enveloppe"" utilisée dans son calcul limite le cadre d'utilisation de l'IST. Or l'évolution sur le temps long de l'utilisation des lignes électriques (par exemple avec l'ajout massif d'automates d'écrêtements) questionne la pérennité des IST, notamment dans les études long terme de réseau.
|![Information](&F109)	|Le projet ACTIVIA vise à étudier l'impact du changement d'usage des lignes électriques, avec à la clé la mise en oeuvre de capacités de transit garantissant la sécurité des tiers. Ces travaux sont en cours et feront l'objet de dispositions transitoires en 2023.|
|:---------------------:|:---|
 
Une ligne aérienne fonctionne généralement avec une intensité bien plus faible que son IST, d’abord pour permettre à tout instant de respecter la règle du N-k , mais aussi pour contenir les pertes par effet Joule à un niveau économiquement acceptable.
"
8,Caractéristiques techniques des lignes aériennes,Exploitation,Intensités limites des lignes aériennes,Les intensités transitoires : _ITx_,"Ces intensités sont calculées en régime de surcharge transitoire, caractéristique d’un déséquilibre thermique du conducteur. Ces intensités correspondent à des situations exceptionnelles qui sont limitées dans le temps.
* Les lignes 225 kV et 400 kV sont prévues pour pouvoir admettre à la fois les intensités de secours temporaire (IST) et les intensités de surcharges transitoires de durées 20 minutes et 10 minutes (IT20 et IT10).
* Les lignes de tension inférieure à 225 kV sont prévues pour pouvoir admettre à la fois les intensités de secours temporaire (IST) et les intensités de surcharges transitoires de durées 5 minutes et 1 minute (IT5 et IT1).
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Exploitation
Sous-section : Intensités limites des lignes aériennes
Sous-sous-section : Les intensités transitoires : _ITx_
Contenu : Ces intensités sont calculées en régime de surcharge transitoire, caractéristique d’un déséquilibre thermique du conducteur. Ces intensités correspondent à des situations exceptionnelles qui sont limitées dans le temps.
* Les lignes 225 kV et 400 kV sont prévues pour pouvoir admettre à la fois les intensités de secours temporaire (IST) et les intensités de surcharges transitoires de durées 20 minutes et 10 minutes (IT20 et IT10).
* Les lignes de tension inférieure à 225 kV sont prévues pour pouvoir admettre à la fois les intensités de secours temporaire (IST) et les intensités de surcharges transitoires de durées 5 minutes et 1 minute (IT5 et IT1).
"
9,Caractéristiques techniques des lignes aériennes,Exploitation,Intensités limites des lignes aériennes,Les ampacités,"Il est possible de calculer des capacités de transit fondées uniquement sur l'aléa climatique : cette grandeur est nommée **ampacité**. Il est possible d'exploiter une ligne aérienne sur la base d'ampacité à l'aide de systèmes DLR. Pour être installés sur un ouvrages, [les DLR doivent être décidés dans le cadre d'une étude de réseau](&A94).
[L'outil DYNAPP](&E51) permet de calculer l'ampacité d'un ouvrage donné :
* Pour un jeu quelconque de paramètres météorologiques (vent, température, ensoleillement).
* Pour les scénarios climatiques associés aux hypothèses EOD simulées dans les outils.
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Exploitation
Sous-section : Intensités limites des lignes aériennes
Sous-sous-section : Les ampacités
Contenu : Il est possible de calculer des capacités de transit fondées uniquement sur l'aléa climatique : cette grandeur est nommée **ampacité**. Il est possible d'exploiter une ligne aérienne sur la base d'ampacité à l'aide de systèmes DLR. Pour être installés sur un ouvrages, [les DLR doivent être décidés dans le cadre d'une étude de réseau](&A94).
[L'outil DYNAPP](&E51) permet de calculer l'ampacité d'un ouvrage donné :
* Pour un jeu quelconque de paramètres météorologiques (vent, température, ensoleillement).
* Pour les scénarios climatiques associés aux hypothèses EOD simulées dans les outils.
"
10,Caractéristiques techniques des lignes aériennes,Exploitation,Les protections de surcharge,,"Des protections de surcharge équipent actuellement toutes les lignes 400 kV et 225 kV, par contre il n’en est pas installé (sauf cas particuliers) sur les ouvrages HTB1. Sur les réseaux HTB1, la présence d'une surcharge doit faire l'objet d'une surveillance par l'exploitant ou [par un automate](&A93).
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Exploitation
Sous-section : Les protections de surcharge
Contenu : Des protections de surcharge équipent actuellement toutes les lignes 400 kV et 225 kV, par contre il n’en est pas installé (sauf cas particuliers) sur les ouvrages HTB1. Sur les réseaux HTB1, la présence d'une surcharge doit faire l'objet d'une surveillance par l'exploitant ou [par un automate](&A93).
"
11,Caractéristiques techniques des lignes aériennes,Exploitation,Réenclenchement sur défaut,,"Une LA sans tronçon souterrains peut faire l'objet d'un cycle de ré-enclenchement permettant de limiter notablement [la durée des ruptures de continuité de l'alimentation des clients](&A36).
Une LA avec des tronçons souterrains peut faire l'objet de cycle de ré-enclenchement si des moyens de localisation des défauts sont installés sur les tronçons souterrains.
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Exploitation
Sous-section : Réenclenchement sur défaut
Contenu : Une LA sans tronçon souterrains peut faire l'objet d'un cycle de ré-enclenchement permettant de limiter notablement [la durée des ruptures de continuité de l'alimentation des clients](&A36).
Une LA avec des tronçons souterrains peut faire l'objet de cycle de ré-enclenchement si des moyens de localisation des défauts sont installés sur les tronçons souterrains.
"
12,Caractéristiques techniques des lignes aériennes,Entretien,,,"L’entretien des lignes nécessite généralement leur mise hors tension et, pour les ouvrages HT à deux ternes de conception ancienne, la mise hors tension simultanée des deux ternes pour certains travaux (sur câble de garde, réfections des manchons,...) est souvent nécessaire sur ce type de lignes.
Les lignes à deux ternes récentes permettent le travail sur un terne hors tension, le deuxième étant sous tension, par exemple, pour des travaux d’entretien qui ne présentent pas de difficultés importantes (opérations sur les chaînes d’isolateurs...). Cependant les travaux de retente ou de remplacement de conducteurs ne peuvent pas, en général, être effectués avec un terne sous tension.
Sur le RPT, les travaux sous tension, sont en développement constant. Dans les études de développement, sauf cas particuliers, ces moyens spéciaux ne sont pas pris en compte [pour valoriser les contraintes de consignation](&A108).
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Entretien
Contenu : L’entretien des lignes nécessite généralement leur mise hors tension et, pour les ouvrages HT à deux ternes de conception ancienne, la mise hors tension simultanée des deux ternes pour certains travaux (sur câble de garde, réfections des manchons,...) est souvent nécessaire sur ce type de lignes.
Les lignes à deux ternes récentes permettent le travail sur un terne hors tension, le deuxième étant sous tension, par exemple, pour des travaux d’entretien qui ne présentent pas de difficultés importantes (opérations sur les chaînes d’isolateurs...). Cependant les travaux de retente ou de remplacement de conducteurs ne peuvent pas, en général, être effectués avec un terne sous tension.
Sur le RPT, les travaux sous tension, sont en développement constant. Dans les études de développement, sauf cas particuliers, ces moyens spéciaux ne sont pas pris en compte [pour valoriser les contraintes de consignation](&A108).
"
13,Caractéristiques techniques des lignes aériennes,Modalités d'application,,,"II existe une grande hétérogénéité des lignes du réseau due pour une part à l’évolution des directives de construction mais aussi à l’environnement (vieillissement, modification d’un ouvrage par adjonction d’un tronçon de caractéristiques différentes, topographie des lieux particulière à chaque ligne, etc.).
Le planificateur qui envisage la création d’un ouvrage neuf n’aura, pour une tension donnée, pas de choix technique à effectuer si ce n’est celui de la capacité de transit de la ligne (limite thermique en régime permanent).
Par contre, s’il apparaît intéressant au planificateur d’augmenter la capacité de transit d’une ligne existante plusieurs possibilités peuvent être envisagées, ce sont notamment la retente ou le remplacement des conducteurs.
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Modalités d'application
Contenu : II existe une grande hétérogénéité des lignes du réseau due pour une part à l’évolution des directives de construction mais aussi à l’environnement (vieillissement, modification d’un ouvrage par adjonction d’un tronçon de caractéristiques différentes, topographie des lieux particulière à chaque ligne, etc.).
Le planificateur qui envisage la création d’un ouvrage neuf n’aura, pour une tension donnée, pas de choix technique à effectuer si ce n’est celui de la capacité de transit de la ligne (limite thermique en régime permanent).
Par contre, s’il apparaît intéressant au planificateur d’augmenter la capacité de transit d’une ligne existante plusieurs possibilités peuvent être envisagées, ce sont notamment la retente ou le remplacement des conducteurs.
"
14,Caractéristiques techniques des lignes aériennes,Comportement électrotechnique,Puissance caractéristique - Impédance caractéristique,,"Il existe une valeur du courant pour laquelle la puissance absorbée par la ligne est égale à la puissance réactive qu’elle fournit. La puissance transitée correspondante est la _puissance caractéristique_. Cette puissance est exprimée en fonction de l'_impédance caractéristique_.
Ces notions électrotechniques sont décrites [dans ce document](&D108).
Les impédances caractéristiques des LA sont données à titre d'information ci-dessous pour les différents niveaux de tension.
|Tension	|Impédance caractéristique MIN (Ω) 	|Impédance caractéristique MAX (Ω)	|
|:----------|:---------------------------------:|:---------------------------------:|
|HTB3		|240 								|380 								|
|HTB2		|260								|390 								|
|HTB1		|340								|375 								|
Les puissances réactives produites et les puissances caractéristiques des câbles souterrains sont beaucoup plus faibles que pour [des lignes souterraines](&A83). Le tableau suivant donne des ordres de grandeurs.
|Tension	|Puissance caractéristique (MVA)	|Puissance réactive produite à vide (kVAR/km)	|
|:----------|:---------------------------------:|:---------------------------------------------:|
|HTB3		|550 à 650							|600 à 700 										|
|HTB2		|135								|145											|
|HTB1		|10 à 20							|11 à 23										|
",DODER_solutions_caracteristiques_techniques_la.md,"Titre du document : Caractéristiques techniques des lignes aériennes
Section : Comportement électrotechnique
Sous-section : Puissance caractéristique - Impédance caractéristique
Contenu : Il existe une valeur du courant pour laquelle la puissance absorbée par la ligne est égale à la puissance réactive qu’elle fournit. La puissance transitée correspondante est la _puissance caractéristique_. Cette puissance est exprimée en fonction de l'_impédance caractéristique_.
Ces notions électrotechniques sont décrites [dans ce document](&D108).
Les impédances caractéristiques des LA sont données à titre d'information ci-dessous pour les différents niveaux de tension.
|Tension	|Impédance caractéristique MIN (Ω) 	|Impédance caractéristique MAX (Ω)	|
|:----------|:---------------------------------:|:---------------------------------:|
|HTB3		|240 								|380 								|
|HTB2		|260								|390 								|
|HTB1		|340								|375 								|
Les puissances réactives produites et les puissances caractéristiques des câbles souterrains sont beaucoup plus faibles que pour [des lignes souterraines](&A83). Le tableau suivant donne des ordres de grandeurs.
|Tension	|Puissance caractéristique (MVA)	|Puissance réactive produite à vide (kVAR/km)	|
|:----------|:---------------------------------:|:---------------------------------------------:|
|HTB3		|550 à 650							|600 à 700 										|
|HTB2		|135								|145											|
|HTB1		|10 à 20							|11 à 23										|
"
0,Caractéristiques techniques des lignes souterraines,Définitions et langage commun,,,"Une ligne électrique peut faire l'objet de dénominations diverses. Il est préférable d'employer le langage commun :
* [Définitions relatives aux liaisons](&A14)
",DODER_solutions_caracteristiques_techniques_ls.md,"Titre du document : Caractéristiques techniques des lignes souterraines
Section : Définitions et langage commun
Contenu : Une ligne électrique peut faire l'objet de dénominations diverses. Il est préférable d'employer le langage commun :
* [Définitions relatives aux liaisons](&A14)
"
1,Caractéristiques techniques des lignes souterraines,Eléments constitutifs d'une ligne souterraine,,,"Les éléments qui constituent une liaison souterraine sont :
* le câble conducteur
* les joints d’arrêt mixte
* les puits de permutation
* les stations de compression
* les extrémités huile ou SF6 également nommées ""boîtes à câbles""
Les lignes souterraines sont en général constituées de trois câbles unipolaires chacun avec :
* une âme chargée d'assurer le transit du courant (Cuivre ou Aluminium)
* une enveloppe isolante qui permet d'isoler l'âme
* un écran métallique qui assure la circulation des courants de court-circuit et empêche l'eau d'atteindre la couche isolante
* une gaine extérieure qui permet d'assurer la protection mécanique du câble et isole l'écran de la terre
",DODER_solutions_caracteristiques_techniques_ls.md,"Titre du document : Caractéristiques techniques des lignes souterraines
Section : Eléments constitutifs d'une ligne souterraine
Contenu : Les éléments qui constituent une liaison souterraine sont :
* le câble conducteur
* les joints d’arrêt mixte
* les puits de permutation
* les stations de compression
* les extrémités huile ou SF6 également nommées ""boîtes à câbles""
Les lignes souterraines sont en général constituées de trois câbles unipolaires chacun avec :
* une âme chargée d'assurer le transit du courant (Cuivre ou Aluminium)
* une enveloppe isolante qui permet d'isoler l'âme
* un écran métallique qui assure la circulation des courants de court-circuit et empêche l'eau d'atteindre la couche isolante
* une gaine extérieure qui permet d'assurer la protection mécanique du câble et isole l'écran de la terre
"
2,Caractéristiques techniques des lignes souterraines,Différentes technologies de câbles souterrains,,,"La technique a évolué avec le temps. Le réseau contient différents types d'ouvrages isolés :
* Les câbles à papier imprégné
* Les câbles à isolant huile (oléostatique et huile fluide) constituent la première génération de câbles et sont de moins en moins utilisés aujourd’hui dans les pays industrialisés. Cette technologie repose sur l'emploi de câbles unipolaires installés dans un seul tube acier.
* Les câbles à isolants synthétiques (CIS) mis en place depuis la fin des années 1980, constituent la technologie la plus utilisée aujourd’hui.
* Les câbles à isolation gazeuse (CIG) développés en particulier pour le 400 kV, sont constitués de tubes métalliques à l’intérieur desquels sont installés des conducteurs en aluminium (ils représentent moins de 1 % du parc). L’isolation est assurée par un mélange gazeux sous pression (90% d’azote et 10% de SF6).
Ces familles technologiques liées au type d'isolant utilisé sont caractéristiques d'une époque et de niveaux de tension.
",DODER_solutions_caracteristiques_techniques_ls.md,"Titre du document : Caractéristiques techniques des lignes souterraines
Section : Différentes technologies de câbles souterrains
Contenu : La technique a évolué avec le temps. Le réseau contient différents types d'ouvrages isolés :
* Les câbles à papier imprégné
* Les câbles à isolant huile (oléostatique et huile fluide) constituent la première génération de câbles et sont de moins en moins utilisés aujourd’hui dans les pays industrialisés. Cette technologie repose sur l'emploi de câbles unipolaires installés dans un seul tube acier.
* Les câbles à isolants synthétiques (CIS) mis en place depuis la fin des années 1980, constituent la technologie la plus utilisée aujourd’hui.
* Les câbles à isolation gazeuse (CIG) développés en particulier pour le 400 kV, sont constitués de tubes métalliques à l’intérieur desquels sont installés des conducteurs en aluminium (ils représentent moins de 1 % du parc). L’isolation est assurée par un mélange gazeux sous pression (90% d’azote et 10% de SF6).
Ces familles technologiques liées au type d'isolant utilisé sont caractéristiques d'une époque et de niveaux de tension.
"
3,Caractéristiques techniques des lignes souterraines,Conception des lignes souterraines,Contraintes de pose,,"Les contraintes de pose d'un câble souterrain dépendent des zones traversées.
",DODER_solutions_caracteristiques_techniques_ls.md,"Titre du document : Caractéristiques techniques des lignes souterraines
Section : Conception des lignes souterraines
Sous-section : Contraintes de pose
Contenu : Les contraintes de pose d'un câble souterrain dépendent des zones traversées.
"
4,Caractéristiques techniques des lignes souterraines,Conception des lignes souterraines,Contraintes de pose,Pose en zone urbaine,"Les contraintes de pose sont très nombreuses en zone urbaine du fait de l'encombrement de la surface et du sol. En HTB1 et HTB2 on privilégie lorsque cela est possible un tracé sous chaussée. La pose sous trottoirs est préférée pour les câbles HTA. Toutefois on se heurte toujours à la présence d'autres conduites ou d'autres câbles (eau, gaz, chauffage urbain, téléphone, télévision, etc.).
 
Il en résulte que la longueur effective du câble ne peut être déterminée qu'après une étude fine du tracé par le Service Constructeur. 
Les chantiers de pose doivent être rapides pour limiter l'impact des nuisances. La réfection de la chaussée en fin de chantier constitue une part significative du coût d'installation d'un câble en zone urbaine.
",DODER_solutions_caracteristiques_techniques_ls.md,"Titre du document : Caractéristiques techniques des lignes souterraines
Section : Conception des lignes souterraines
Sous-section : Contraintes de pose
Sous-sous-section : Pose en zone urbaine
Contenu : Les contraintes de pose sont très nombreuses en zone urbaine du fait de l'encombrement de la surface et du sol. En HTB1 et HTB2 on privilégie lorsque cela est possible un tracé sous chaussée. La pose sous trottoirs est préférée pour les câbles HTA. Toutefois on se heurte toujours à la présence d'autres conduites ou d'autres câbles (eau, gaz, chauffage urbain, téléphone, télévision, etc.).
 
Il en résulte que la longueur effective du câble ne peut être déterminée qu'après une étude fine du tracé par le Service Constructeur. 
Les chantiers de pose doivent être rapides pour limiter l'impact des nuisances. La réfection de la chaussée en fin de chantier constitue une part significative du coût d'installation d'un câble en zone urbaine.
"
