,section_title,text,file,processed_text
1752,Hypothèses associées aux scénarios d'échanges,Des hypothèses sont construites par les passerelles et associées aux scénarios d'échanges du [Corps d'Hypothèses Stratégique](&A10).,DODER_processus_dopler.md,"Fichier: DODER_processus_dopler.md
Titre: Hypothèses associées aux scénarios d'échanges
Des hypothèses sont construites par les passerelles et associées aux scénarios d'échanges du [Corps d'Hypothèses Stratégique](&A10)."
1753,Contexte,﻿# Les études de tensions hautes,DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Contexte
﻿# Les études de tensions hautes"
1754,Contexte,"> [Ce document soumis à la CRE en Août 2018](&D74), décrit les diverses problématiques liées à la gestion de la tension sur le réseau : origines et solutions.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Contexte
> [Ce document soumis à la CRE en Août 2018](&D74), décrit les diverses problématiques liées à la gestion de la tension sur le réseau : origines et solutions."
1755,Contexte,"Le phénomène des tensions hautes apparaît depuis le début des années 2000 avec la conjonction de plusieurs facteurs : l’émergence des ENR associées à des mises en souterrain des réseaux essentiellement en HTA et HTB1 et le changement structurel des charges domestiques (une étude estime la baisse de consommation en réactif en France à 400 Mvar/an). Ainsi l’installation d’une dizaine de selfs en moyenne par an réparties sur l’ensemble du territoire a été nécessaire, en complément des réglages de tension réalisés par la production HTB.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Contexte
Le phénomène des tensions hautes apparaît depuis le début des années 2000 avec la conjonction de plusieurs facteurs : l’émergence des ENR associées à des mises en souterrain des réseaux essentiellement en HTA et HTB1 et le changement structurel des charges domestiques (une étude estime la baisse de consommation en réactif en France à 400 Mvar/an). Ainsi l’installation d’une dizaine de selfs en moyenne par an réparties sur l’ensemble du territoire a été nécessaire, en complément des réglages de tension réalisés par la production HTB."
1756,Contexte,![Facteurs d'influence des tensions hautes](&F134),DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Contexte
![Facteurs d'influence des tensions hautes](&F134)"
1757,Contexte,"Cependant, on constate lors de ces dernières années un décalage récurrent entre les contraintes rencontrées en exploitation et la capacité de détection et de traitement en prévisionnel, les méthodologies historiques ne permettant plus d’anticiper correctement ces phénomènes. Pour cette raison, un cycle périodique est mis en place, accompagné de nouveaux moyens d'identification des contraintes.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Contexte
Cependant, on constate lors de ces dernières années un décalage récurrent entre les contraintes rencontrées en exploitation et la capacité de détection et de traitement en prévisionnel, les méthodologies historiques ne permettant plus d’anticiper correctement ces phénomènes. Pour cette raison, un cycle périodique est mis en place, accompagné de nouveaux moyens d'identification des contraintes."
1758,Déroulement des études,"La première étape de cette étude a été dédiée à la compréhension de ces écarts observés en exploitation. Ces différences s’expliquent majoritairement par :
* des situations temporaires de réseau (de quelques heures à quelques semaines) non prises en compte dans les études de développement. Cela peut être dû à :
	* des consignations de réseau (maintenance, travaux)
	* des indisponibilités d’unité de production (travaux hydraulique, faible disponibilité de certaines tranches nucléaires,...)
	* des indisponibilités de selfs (avarie)
	* ou encore une accumulation de facteurs défavorables (faible disponibilité de groupes ajoutée à la perte d’un autre groupe, limitations en réactif), épisodes de gros volume de production d’EnR en week-end cumulés avec une faible consommation, etc
* des contraintes fugaces (quelques minutes) non décelables (durablement) dans les études de développement. On peut citer quelques exemples tels que le temps de réponse du RST (Réglage Secondaire de tension), les changements rapides de programme d’échange transfrontaliers, le passage de pompage en turbinage des centrales hydrauliques, etc.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Déroulement des études
La première étape de cette étude a été dédiée à la compréhension de ces écarts observés en exploitation. Ces différences s’expliquent majoritairement par :
* des situations temporaires de réseau (de quelques heures à quelques semaines) non prises en compte dans les études de développement. Cela peut être dû à :
	* des consignations de réseau (maintenance, travaux)
	* des indisponibilités d’unité de production (travaux hydraulique, faible disponibilité de certaines tranches nucléaires,...)
	* des indisponibilités de selfs (avarie)
	* ou encore une accumulation de facteurs défavorables (faible disponibilité de groupes ajoutée à la perte d’un autre groupe, limitations en réactif), épisodes de gros volume de production d’EnR en week-end cumulés avec une faible consommation, etc
* des contraintes fugaces (quelques minutes) non décelables (durablement) dans les études de développement. On peut citer quelques exemples tels que le temps de réponse du RST (Réglage Secondaire de tension), les changements rapides de programme d’échange transfrontaliers, le passage de pompage en turbinage des centrales hydrauliques, etc."
1759,Déroulement des études,"Pour améliorer la prise en compte de situations très variées, à l’origine de la volatilité des tensions du réseau, une méthodologie nouvelle pour détecter et quantifier les contraintes a été mise en œuvre. Cette méthodologie, ""multi-situations"" en actif-réactif, est décrite ci-dessous.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Déroulement des études
Pour améliorer la prise en compte de situations très variées, à l’origine de la volatilité des tensions du réseau, une méthodologie nouvelle pour détecter et quantifier les contraintes a été mise en œuvre. Cette méthodologie, ""multi-situations"" en actif-réactif, est décrite ci-dessous."
1760,Déroulement des études,"Ensuite la recherche de leviers pour résoudre les contraintes détectées a été réalisée : 
* les adaptations topologiques sont des leviers majeurs pour réduire les tensions, qu’il s’agisse de schémas postes ou de mise hors tension d’ouvrages, mais ce levier se réduit à l’avenir (limitations des possibilités d’ouverture des liaisons souterraines, incompatibilités entre schémas pour la gestion des transits et des tensions hautes). L’ensemble des leviers topologiques envisageables a été recensé avec les centres exploitation régionaux et le CNES.
* Les possibilités des réglages de tension HTB ont été prises en compte, avec une attention spéciale sur la compensation synchrone de moins en moins disponible. Cette hypothèse est effectivement majeure et celle-ci a été partagée avec l’ensemble des SER et Centres d’Exploitations.
* Les possibilités de réglage qui pourraient être offertes par la production EnR HTA (réglage tg phi -0,3) ne sont pas à la hauteur des problèmes prévus à l’horizon 2025, même si on constate un effet sensible de ce levier.
* Enfin l’impact de nouvelles selfs sur le niveau de tension le plus sensible (car ne disposant pas de moyens de réglage), le niveau HTB2, a été testé. Un algorithme a été proposé pour optimiser le nombre de selfs à installer, de manière à limiter les contraintes résiduelles à moins de 10 h/an.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Déroulement des études
Ensuite la recherche de leviers pour résoudre les contraintes détectées a été réalisée : 
* les adaptations topologiques sont des leviers majeurs pour réduire les tensions, qu’il s’agisse de schémas postes ou de mise hors tension d’ouvrages, mais ce levier se réduit à l’avenir (limitations des possibilités d’ouverture des liaisons souterraines, incompatibilités entre schémas pour la gestion des transits et des tensions hautes). L’ensemble des leviers topologiques envisageables a été recensé avec les centres exploitation régionaux et le CNES.
* Les possibilités des réglages de tension HTB ont été prises en compte, avec une attention spéciale sur la compensation synchrone de moins en moins disponible. Cette hypothèse est effectivement majeure et celle-ci a été partagée avec l’ensemble des SER et Centres d’Exploitations.
* Les possibilités de réglage qui pourraient être offertes par la production EnR HTA (réglage tg phi -0,3) ne sont pas à la hauteur des problèmes prévus à l’horizon 2025, même si on constate un effet sensible de ce levier.
* Enfin l’impact de nouvelles selfs sur le niveau de tension le plus sensible (car ne disposant pas de moyens de réglage), le niveau HTB2, a été testé. Un algorithme a été proposé pour optimiser le nombre de selfs à installer, de manière à limiter les contraintes résiduelles à moins de 10 h/an."
1761,Processus et périodicité des analyses des tensions hautes,Le processus qui se met progressivement en place à partir de 2023 est décrit sur le schéma suivant.,DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Processus et périodicité des analyses des tensions hautes
Le processus qui se met progressivement en place à partir de 2023 est décrit sur le schéma suivant."
1762,Processus et périodicité des analyses des tensions hautes,![Processus d'étude des tensions hautes](&F128),DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Processus et périodicité des analyses des tensions hautes
![Processus d'étude des tensions hautes](&F128)"
1763,Processus et périodicité des analyses des tensions hautes,"Ainsi, les analyses pour identifier les besoins en selfs sont menées :
* Tous les deux ans sur le réseau HTB2, à la maille France.
* Au cas par cas selon les zones HTB1.
* Au fil de l'eau pour les études de raccordement.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Processus et périodicité des analyses des tensions hautes
Ainsi, les analyses pour identifier les besoins en selfs sont menées :
* Tous les deux ans sur le réseau HTB2, à la maille France.
* Au cas par cas selon les zones HTB1.
* Au fil de l'eau pour les études de raccordement."
1764,Méthode historique,"* [Une méthode spécifique](&D70) est applicable pour les études tensions hautes à l'aide de points caractéristiques.
* Cette méthode est amendée [par ce document](&D205) qui décrit l'abandon de la compensation synchrone comme moyen ordinaire de maîtrise de la tension pour les études de développement.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode historique
* [Une méthode spécifique](&D70) est applicable pour les études tensions hautes à l'aide de points caractéristiques.
* Cette méthode est amendée [par ce document](&D205) qui décrit l'abandon de la compensation synchrone comme moyen ordinaire de maîtrise de la tension pour les études de développement."
1765,Méthode d'étude multi-situations,* [Une méthode multi-situations](&D229) a été élaborée pour affiner les besoins d'investissement sur le réseau 225 kV.,DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
* [Une méthode multi-situations](&D229) a été élaborée pour affiner les besoins d'investissement sur le réseau 225 kV."
1766,Méthode d'étude multi-situations,Cette méthode repose sur un processus itératif automatique avec l’outil Convergence a été élaboré pour simuler plusieurs situations de réseau (en actif-réactif) et pour proposer des localisations d’installation de moyens de compensations selfiques.,DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
Cette méthode repose sur un processus itératif automatique avec l’outil Convergence a été élaboré pour simuler plusieurs situations de réseau (en actif-réactif) et pour proposer des localisations d’installation de moyens de compensations selfiques."
1767,Méthode d'étude multi-situations,La doctrine actuelle préconise d’identifier des situations de réseau susceptibles de générer des contraintes de tensions hautes sur la zone d’étude représentant une probabilité d’occurrence de 10 h/an.,DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
La doctrine actuelle préconise d’identifier des situations de réseau susceptibles de générer des contraintes de tensions hautes sur la zone d’étude représentant une probabilité d’occurrence de 10 h/an."
1768,Méthode d'étude multi-situations,La déclinaison opérationnelle de cette doctrine nécessite deux prérequis :,DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
La déclinaison opérationnelle de cette doctrine nécessite deux prérequis :"
1769,Méthode d'étude multi-situations,"1. identifier des situations contraintes en tension haute
2. quantifier des situations représentant 10h/an",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
1. identifier des situations contraintes en tension haute
2. quantifier des situations représentant 10h/an"
1770,Méthode d'étude multi-situations,"Or le volume de plus en plus élevé d’EnR en HTB comme en HTA engendre une volatilité importante des transits, avec des lignes très faiblement chargées hors des jours creux/heures creuses, points classiquement utilisés dans la doctrine de développement.
Pour détecter les contraintes, au lieu de travailler comme dans les études précédentes sur 2-3 points déterministes reflétant partiellement les situations de contrainte vécues en exploitation, un algorithme spécifique permettant de faire des études dans un esprit de ""multi-situations en tension"" a été développé.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
Or le volume de plus en plus élevé d’EnR en HTB comme en HTA engendre une volatilité importante des transits, avec des lignes très faiblement chargées hors des jours creux/heures creuses, points classiquement utilisés dans la doctrine de développement.
Pour détecter les contraintes, au lieu de travailler comme dans les études précédentes sur 2-3 points déterministes reflétant partiellement les situations de contrainte vécues en exploitation, un algorithme spécifique permettant de faire des études dans un esprit de ""multi-situations en tension"" a été développé."
1771,Méthode d'étude multi-situations,"En tout, 300 scenarii sont simulés en modifiant les volumes de démarrage des EnR et le volume de consommation active et réactive de manière pertinente pour détecter au mieux les problèmes de tensions hautes. Ils sont ensuite probabilisés afin de quantifier les contraintes et le besoin en réactif complémentaire.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
En tout, 300 scenarii sont simulés en modifiant les volumes de démarrage des EnR et le volume de consommation active et réactive de manière pertinente pour détecter au mieux les problèmes de tensions hautes. Ils sont ensuite probabilisés afin de quantifier les contraintes et le besoin en réactif complémentaire."
1772,Méthode d'étude multi-situations,"Bien qu’étant une grande avancée par rapport à l’approche classique historique, cette quantification reste approchée. Le nombre de points simulés reste faible comparé à celui du multi-situations (87000 points), ce qui ne permet pas d’atteindre la même granularité de modélisation, et donc le même degré de précision sur les résultats obtenus. L’intérêt premier de cet indicateur est de permettre d’inter-comparer les contraintes entre elles en termes de profondeur.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
Bien qu’étant une grande avancée par rapport à l’approche classique historique, cette quantification reste approchée. Le nombre de points simulés reste faible comparé à celui du multi-situations (87000 points), ce qui ne permet pas d’atteindre la même granularité de modélisation, et donc le même degré de précision sur les résultats obtenus. L’intérêt premier de cet indicateur est de permettre d’inter-comparer les contraintes entre elles en termes de profondeur."
1773,Méthode d'étude multi-situations,"Pour chaque contrainte identifiée, une analyse multi-critères est effectuée. Sont vérifiées avec l’ensemble des entités concernées (planification, stratégie d'exploitation et développement de réseau) :
* l’existence ou non de leviers sur la zone permettant de lever la contrainte (démarrage de groupes …), les leviers usuels étant déjà en entrée de notre étude, comme le préconise la doctrine.
* la sensibilité de cette contrainte aux hypothèses d’entrée de l’étude (groupes nucléaires, échanges, compensation synchrone), les hypothèses très incertaines étant relevées dans la note d’étude.
* l’évolution des EnR et de la consommation dans la zone.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
Pour chaque contrainte identifiée, une analyse multi-critères est effectuée. Sont vérifiées avec l’ensemble des entités concernées (planification, stratégie d'exploitation et développement de réseau) :
* l’existence ou non de leviers sur la zone permettant de lever la contrainte (démarrage de groupes …), les leviers usuels étant déjà en entrée de notre étude, comme le préconise la doctrine.
* la sensibilité de cette contrainte aux hypothèses d’entrée de l’étude (groupes nucléaires, échanges, compensation synchrone), les hypothèses très incertaines étant relevées dans la note d’étude.
* l’évolution des EnR et de la consommation dans la zone."
1774,Méthode d'étude multi-situations,Cette nouvelle approche permet d’optimiser le volume et le placement des selfs à installer sur le réseau. Elle a été testée et déployée à l’occasion de cette étude.,DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
Cette nouvelle approche permet d’optimiser le volume et le placement des selfs à installer sur le réseau. Elle a été testée et déployée à l’occasion de cette étude."
1775,Méthode d'étude multi-situations,"Concrètement, la méthodologie propose de manière itérative l’enclenchement de selfs de 80 Mvar supplémentaires en 225 kV sur les nœuds aux tensions les plus hautes jusqu’à ce que la tension redescende en dessous des 245 kV . Chaque scénario fait ensuite l’objet d’une quantification approchée de sa probabilité grâce aux chroniques d’équilibre offre demande issues du bilan prévisionnel (outil Antares). Chaque self identifiée est alors associée à un nombre d’heures de besoin par poste ; ce nombre d’heures est ensuite ramené à l’échelle d’une zone électrique ayant un fonctionnement en tension cohérent afin de mutualiser l’influence de selfs proches (pointe de Bretagne par exemple, etc.).",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
Concrètement, la méthodologie propose de manière itérative l’enclenchement de selfs de 80 Mvar supplémentaires en 225 kV sur les nœuds aux tensions les plus hautes jusqu’à ce que la tension redescende en dessous des 245 kV . Chaque scénario fait ensuite l’objet d’une quantification approchée de sa probabilité grâce aux chroniques d’équilibre offre demande issues du bilan prévisionnel (outil Antares). Chaque self identifiée est alors associée à un nombre d’heures de besoin par poste ; ce nombre d’heures est ensuite ramené à l’échelle d’une zone électrique ayant un fonctionnement en tension cohérent afin de mutualiser l’influence de selfs proches (pointe de Bretagne par exemple, etc.)."
1776,Méthode d'étude multi-situations,"Au-delà de l’indicateur du nombre d’heures de contraintes qui est volatile, les selfs proposées en investissement sont sans regrets, les contraintes étant objectivées par une analyse multi-critères.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
Au-delà de l’indicateur du nombre d’heures de contraintes qui est volatile, les selfs proposées en investissement sont sans regrets, les contraintes étant objectivées par une analyse multi-critères."
1777,Méthode d'étude multi-situations,"Pour chaque zone électrique, et pour un point en tensions hautes ""conservatif"", nous évaluons les leviers disponibles et leur efficacité par ordre croissant de coût (écrêtement EnR, démarrage de groupes, coupure de poste). En supposant qu’une contrainte résolue sur cette situation l’est sur toutes les autres, on peut alors calculer un coût d’activation du levier identifié en l’associant au nombre d’heures de contraintes à résoudre pour redescendre aux 10 heures de contraintes résiduelles tolérées par la doctrine. Nous calculons donc ici un minorant du coût des différentes stratégies alternatives à l’investissement de selfs.",DODER_processus_etudes_tensions_hautes.md,"Fichier: DODER_processus_etudes_tensions_hautes.md
Titre: Méthode d'étude multi-situations
Pour chaque zone électrique, et pour un point en tensions hautes ""conservatif"", nous évaluons les leviers disponibles et leur efficacité par ordre croissant de coût (écrêtement EnR, démarrage de groupes, coupure de poste). En supposant qu’une contrainte résolue sur cette situation l’est sur toutes les autres, on peut alors calculer un coût d’activation du levier identifié en l’associant au nombre d’heures de contraintes à résoudre pour redescendre aux 10 heures de contraintes résiduelles tolérées par la doctrine. Nous calculons donc ici un minorant du coût des différentes stratégies alternatives à l’investissement de selfs."
1778,Un schéma pour ajuster les capacités d'échanges aux frontières,﻿# Le Ten Year National Development Plan d’ENTSO-E,DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: Un schéma pour ajuster les capacités d'échanges aux frontières
﻿# Le Ten Year National Development Plan d’ENTSO-E"
1779,Un schéma pour ajuster les capacités d'échanges aux frontières,"Les besoins de développement du réseau européen sont étudiés au sein d’ENTSO-E, l’association des gestionnaires de réseau de transport européens instituée par le règlement CE/714/2009. [ENTSO-E](&E88) réalise notamment le schéma décennal de développement du réseau européen, le [TYNDP](&E89).
Le développement des réseaux européens apparaît en effet comme essentiel pour atteindre les objectifs de la politique énergétique européenne :
* La sécurité d’approvisionnement
* L’intégration des énergies renouvelables
* La lutte contre le réchauffement climatique
* ainsi qu’un marché de l’électricité compétitif et intégré",DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: Un schéma pour ajuster les capacités d'échanges aux frontières
Les besoins de développement du réseau européen sont étudiés au sein d’ENTSO-E, l’association des gestionnaires de réseau de transport européens instituée par le règlement CE/714/2009. [ENTSO-E](&E88) réalise notamment le schéma décennal de développement du réseau européen, le [TYNDP](&E89).
Le développement des réseaux européens apparaît en effet comme essentiel pour atteindre les objectifs de la politique énergétique européenne :
* La sécurité d’approvisionnement
* L’intégration des énergies renouvelables
* La lutte contre le réchauffement climatique
* ainsi qu’un marché de l’électricité compétitif et intégré"
1780,Un schéma pour ajuster les capacités d'échanges aux frontières,Les pays membres de l'ENTSO-E sont indiqués ci-dessous.,DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: Un schéma pour ajuster les capacités d'échanges aux frontières
Les pays membres de l'ENTSO-E sont indiqués ci-dessous."
1781,Un schéma pour ajuster les capacités d'échanges aux frontières,![Etats membres de l'ENTSO-E](&F46),DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: Un schéma pour ajuster les capacités d'échanges aux frontières
![Etats membres de l'ENTSO-E](&F46)"
1782,La modélisation du réseau,"Les échanges d’électricité entre pays peuvent avoir un impact sur le flux transitant sur de nombreuses lignes, situées aux frontières ou non, car :
* ils s’appuient sur des lignes internes aux pays (pour acheminer l’énergie jusqu’aux frontières) et sur les lignes d’interconnexion,
* les lois physiques régissant le transport d’électricité imposent qu’un échange entre deux pays frontaliers peut, dans un réseau maillé, également transiter par les pays voisins.",DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: La modélisation du réseau
Les échanges d’électricité entre pays peuvent avoir un impact sur le flux transitant sur de nombreuses lignes, situées aux frontières ou non, car :
* ils s’appuient sur des lignes internes aux pays (pour acheminer l’énergie jusqu’aux frontières) et sur les lignes d’interconnexion,
* les lois physiques régissant le transport d’électricité imposent qu’un échange entre deux pays frontaliers peut, dans un réseau maillé, également transiter par les pays voisins."
1783,La modélisation du réseau,"Par ailleurs, ces lignes sont aussi utilisées pour des échanges internes au pays ou pour des échanges avec d’autres pays. Par conséquent, afin de ne pas dépasser les limites physiques de flux sur chacune de ces lignes, les échanges entre pays peuvent être limités. Les capacités d’échange maximales varient donc à chaque instant, selon les situations de production et de consommation en Europe (via l’influence que ces situations ont sur la répartition des flux).",DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: La modélisation du réseau
Par ailleurs, ces lignes sont aussi utilisées pour des échanges internes au pays ou pour des échanges avec d’autres pays. Par conséquent, afin de ne pas dépasser les limites physiques de flux sur chacune de ces lignes, les échanges entre pays peuvent être limités. Les capacités d’échange maximales varient donc à chaque instant, selon les situations de production et de consommation en Europe (via l’influence que ces situations ont sur la répartition des flux)."
1784,La modélisation du réseau,"De la même manière, l’ajout d’une nouvelle interconnexion entraîne une hausse des capacités d’échange qui peut varier selon les situations :
* faible sur les heures durant lesquelles la nouvelle interconnexion ne permet pas de résoudre les contraintes,
* élevée lorsqu’elle permet de lever un goulot d’étranglement.",DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: La modélisation du réseau
De la même manière, l’ajout d’une nouvelle interconnexion entraîne une hausse des capacités d’échange qui peut varier selon les situations :
* faible sur les heures durant lesquelles la nouvelle interconnexion ne permet pas de résoudre les contraintes,
* élevée lorsqu’elle permet de lever un goulot d’étranglement."
1785,La modélisation du réseau,"Pour la modélisation, ENTSO-E associe à chaque nouveau projet d’interconnexion un niveau de capacité d’échange supplémentaire fixe. Cette vision simplifiée représente la capacité garantie entre deux pays durant 30 % du temps. Au-delà, la capacité apportée par l’interconnexion ne sera pas nulle mais pourra être limitée en raison des contraintes sur les lignes internes des pays limitrophes. Cette approche permet de représenter simplement l’apport d’un projet d’interconnexion mais présente des limites importantes car ne tient pas compte de l’aspect dynamique des capacités d’échange. Les études de valorisation des projets nécessitent alors une analyse spécifique des impacts sur les congestions induites dans les pays.",DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: La modélisation du réseau
Pour la modélisation, ENTSO-E associe à chaque nouveau projet d’interconnexion un niveau de capacité d’échange supplémentaire fixe. Cette vision simplifiée représente la capacité garantie entre deux pays durant 30 % du temps. Au-delà, la capacité apportée par l’interconnexion ne sera pas nulle mais pourra être limitée en raison des contraintes sur les lignes internes des pays limitrophes. Cette approche permet de représenter simplement l’apport d’un projet d’interconnexion mais présente des limites importantes car ne tient pas compte de l’aspect dynamique des capacités d’échange. Les études de valorisation des projets nécessitent alors une analyse spécifique des impacts sur les congestions induites dans les pays."
1786,La modélisation du réseau,"L’Union européenne a adopté un nouveau paquet appelé ""Une énergie propre pour tous les Européens"". Parmi les éléments importants de ce texte figure un dispositif contraignant destiné à maximiser les capacités d’interconnexion mises à disposition du marché, en limitant les possibilités d’optimisation de ces capacités. Les conditions d’application de ce seuil, parfois appelé ""critère des 70 %"", doivent encore être clarifiées. Toutefois, la robustesse du réseau interne français rendra ce nouveau dispositif moins contraignant pour la France que pour ses voisins. Les impacts éventuels sur la rentabilité des projets d’interconnexion seront étudiés une fois les modalités d’application clarifiées.",DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: La modélisation du réseau
L’Union européenne a adopté un nouveau paquet appelé ""Une énergie propre pour tous les Européens"". Parmi les éléments importants de ce texte figure un dispositif contraignant destiné à maximiser les capacités d’interconnexion mises à disposition du marché, en limitant les possibilités d’optimisation de ces capacités. Les conditions d’application de ce seuil, parfois appelé ""critère des 70 %"", doivent encore être clarifiées. Toutefois, la robustesse du réseau interne français rendra ce nouveau dispositif moins contraignant pour la France que pour ses voisins. Les impacts éventuels sur la rentabilité des projets d’interconnexion seront étudiés une fois les modalités d’application clarifiées."
1787,Les scénarios issus du TYNDP,"Tous les deux ans, des scénarios d’évolution du système électrique pan-européen sont élaborés et servent de cadre de référence pour l’analyse socio-économique des projets d’interconnexion. Les résultats sont notamment utilisés par la Commission européenne dans la détermination des projets d’interconnexion d’intérêt commun, pouvant donner lieu à des subventions européennes. Le dernier exercice, publié en 2018, s’appuie sur trois scénarios élaborés par ENTSO-E et un scénario élaboré par la Commission européenne. Les données et cadrages utilisés, datant de fin 2016 et 2017 (et donc antérieurs aux annonces du Gouvernement sur la PPE), sont généralement obsolètes s’agissant du nucléaire, des EnR ou du charbon.",DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: Les scénarios issus du TYNDP
Tous les deux ans, des scénarios d’évolution du système électrique pan-européen sont élaborés et servent de cadre de référence pour l’analyse socio-économique des projets d’interconnexion. Les résultats sont notamment utilisés par la Commission européenne dans la détermination des projets d’interconnexion d’intérêt commun, pouvant donner lieu à des subventions européennes. Le dernier exercice, publié en 2018, s’appuie sur trois scénarios élaborés par ENTSO-E et un scénario élaboré par la Commission européenne. Les données et cadrages utilisés, datant de fin 2016 et 2017 (et donc antérieurs aux annonces du Gouvernement sur la PPE), sont généralement obsolètes s’agissant du nucléaire, des EnR ou du charbon."
1788,Les scénarios issus du TYNDP,"Par ailleurs, ils ne font pas toujours l’objet d’une cohérence intrinsèque entre pays.",DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: Les scénarios issus du TYNDP
Par ailleurs, ils ne font pas toujours l’objet d’une cohérence intrinsèque entre pays."
1789,La méthodologie d'analyse,L'analyse coûts-bénéfices (CBA en anglais) est au coeur de l'étude de [justification des interconnexions](&D78). La mise en oeuvre de cette CBA est décrite dans un rapport disponible sur le site de l'ENTSO-E.,DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: La méthodologie d'analyse
L'analyse coûts-bénéfices (CBA en anglais) est au coeur de l'étude de [justification des interconnexions](&D78). La mise en oeuvre de cette CBA est décrite dans un rapport disponible sur le site de l'ENTSO-E."
